id|full_url|type_stake|type_sport|name_liga|player_1|player_2|P1|X|P2|time_update
1642750261|https://1xstavka.ru/line/|LineFeed|Tennis|Australian Open. Women|Эшли Барти|Камила Джорджи|1.075|0.0|10.0|21-01-2022-12:11
1642750264|https://1xstavka.ru/line/|LineFeed|Tennis|Australian Open. Doubles|Гранольерс/Себальос|Василевский/О'Мара|1.175|0.0|4.76|21-01-2022-12:11
1642750265|https://1xstavka.ru/line/|LineFeed|Tennis|Australian Open. Doubles|Мектич/Павич|Киргиос/Коккинакис|1.43|0.0|2.77|21-01-2022-12:11
1642750266|https://1xstavka.ru/line/|LineFeed|Handball|European Handball Championship|Россия|Испания|9.3|17.0|1.115|21-01-2022-12:11
1642750267|https://1xstavka.ru/line/|LineFeed|Handball|European Handball Championship|Польша|Швеция|14.5|20.0|1.068|21-01-2022-12:11
1642750268|https://1xstavka.ru/line/|LineFeed|Handball|European Handball Championship|Германия|Норвегия|6.9|13.5|1.195|21-01-2022-12:11
1642750269|https://1xstavka.ru/line/|LineFeed|Handball|European Handball Championship|1-е команды (голы)|2-е команды (голы)|0.0|0.0|0.0|21-01-2022-12:11
1642750270|https://1xstavka.ru/line/|LineFeed|Volleyball|South Korea Championship|КЕПКО|Ансан ОК|1.53|0.0|2.402|21-01-2022-12:11
1642750271|https://1xstavka.ru/line/|LineFeed|Basketball|South Korea. KBL|Мобис Фоебус|Аньянг КГК|1.53|16.0|2.81|21-01-2022-12:11
1642750272|https://1xstavka.ru/line/|LineFeed|Ice Hockey|VHL|Омские Крылья|СКА-Нева|5.15|5.2|1.432|21-01-2022-12:11
1642750273|https://1xstavka.ru/line/|LineFeed|Ice Hockey|VHL|Тамбов|Зауралье|2.865|3.92|2.18|21-01-2022-12:11
1642750274|https://1xstavka.ru/line/|LineFeed|Ice Hockey|VHL|АКМ Новомосковск|Южный Урал|1.592|4.5|4.22|21-01-2022-12:11
1642750275|https://1xstavka.ru/line/|LineFeed|Ice Hockey|VHL|Буран Воронеж|Челмет|2.19|4.04|2.805|21-01-2022-12:11
1642750276|https://1xstavka.ru/line/|LineFeed|Ice Hockey|VHL|Ростов|Горняк-УГМК Верхняя Пышма|1.91|4.2|3.32|21-01-2022-12:11
1642750277|https://1xstavka.ru/line/|LineFeed|Ice Hockey|VHL|Хозяева (голы)|Гости (голы)|1.896|7.3|2.205|21-01-2022-12:11
1642750278|https://1xstavka.ru/line/|LineFeed|Ice Hockey|Minor Hockey League|Стальные Лисы|Белые Медведи|1.672|4.78|3.84|21-01-2022-12:11
1642750279|https://1xstavka.ru/line/|LineFeed|Ice Hockey|Minor Hockey League|Амурские Тигры|Тайфун|3.88|4.42|1.718|21-01-2022-12:11
1642750280|https://1xstavka.ru/line/|LineFeed|Ice Hockey|Minor Hockey League|Академия хоккея им. Михайлова|МХК Динамо Санкт-Петербург|3.184|4.3|1.925|21-01-2022-12:11
1642750281|https://1xstavka.ru/line/|LineFeed|Ice Hockey|Minor Hockey League|Атланты|Локо|7.6|5.75|1.315|21-01-2022-12:11
1642750282|https://1xstavka.ru/line/|LineFeed|Ice Hockey|Minor Hockey League|Ладья|Локо-76|3.66|4.48|1.756|21-01-2022-12:11
1642750283|https://1xstavka.ru/line/|LineFeed|Ice Hockey|Minor Hockey League|МХК Спартак|СКА-Варяги|1.308|6.05|7.3|21-01-2022-12:11
1642750284|https://1xstavka.ru/line/|LineFeed|Ice Hockey|Minor Hockey League|МХК Динамо Москва|Русские Витязи|1.96|4.28|3.12|21-01-2022-12:11
1642750285|https://1xstavka.ru/line/|LineFeed|Ice Hockey|Minor Hockey League|СКА-1946|Капитан|1.21|8.3|8.3|21-01-2022-12:11
1642750286|https://1xstavka.ru/line/|LineFeed|Ice Hockey|Minor Hockey League|Хозяева (голы)|Гости (голы)|1.69|9.0|2.522|21-01-2022-12:11
1642750287|https://1xstavka.ru/line/|LineFeed|Football|Club Friendlies|Арсенал Тула|Сегед 2011|1.54|4.0|4.96|21-01-2022-12:11
1642750288|https://1xstavka.ru/line/|LineFeed|Football|Club Friendlies|Рух Брест|Славия Мозырь|1.66|4.0|4.38|21-01-2022-12:11
1642750289|https://1xstavka.ru/line/|LineFeed|Football|Club Friendlies|Хрудим|Вратимов|1.55|4.54|4.64|21-01-2022-12:11
1642750290|https://1xstavka.ru/line/|LineFeed|Football|Club Friendlies|Рух Хожув|Сандецья|4.86|4.04|1.59|21-01-2022-12:11
1642750291|https://1xstavka.ru/line/|LineFeed|Football|Club Friendlies|Мидтьюлланд|Эсбьерг|1.192|7.1|9.8|21-01-2022-12:11
